# Analysis title: diff_Primary_versus_Naive_c3.0_cond1_formatted analysis from Cistrome-GO
# Mode: Solo mode
# Specie: mm10
# Peak bed file name: diff_Primary_versus_Naive_c3.0_cond1_formatted.bed
# Top peaks to use: 10000
# Half-decay distance: 1000bp
# FDR cutoff of GO/KEGG terms to return: 0.2
# Minimum and maximum gene number in GO and KEGG gene sets: 10, 2000
# Symbol	Coordinate	PeakNumber	adjRPscore	RPscore	Rank_by_RPscore
Krt90	chr15:101552355-101562950	0	0.0	0.0	4473
4933400B14Rik	chr17:89320226-89327333	0	0.0	0.0	4473
G3bp1	chr11:55469751-55500887	2	1.082	0.094	2918
G3bp2	chr5:92052144-92137725	0	0.0	-0.38	7601
Gm5083	chr13:44121166-44125179	0	0.0	0.0	4473
Gm31369	chr15:80431570-80438603	0	0.0	0.0	4473
Gm5084	chr13:60205470-60216018	0	0.0	0.0	4473
Gm5087	chr14:13263132-13284638	0	0.0	0.0	4473
Gm5086	chr13:97559999-97583994	0	0.0	0.0	4473
Gm5089	chr14:122434853-122451115	0	0.0	0.0	4473
Gm5088	chr14:89896223-89899447	0	0.0	0.0	4473
Cdc123	chr2:5794293-5845177	1	0.829	-0.059	6091
Mir9-3hg	chr7:79515434-79534403	0	0.0	0.0	4473
Scyl2	chr10:89638719-89686294	0	0.0	0.0	4473
Scyl3	chr1:163929764-163955126	1	0.66	0.212	2176
Scyl1	chr19:5758426-5771419	1	0.772	0.248	1705
Fsip1	chr2:118204887-118256966	0	0.0	0.0	4473
Dhrs7b	chr11:60830630-60858423	0	0.0	-0.0	4749
Dhrs7c	chr11:67798270-67816002	0	0.0	0.0	4473
Gm13427	chr2:31676365-31688469	0	0.0	0.0	4473
Bptf	chr11:107033080-107131922	0	0.0	0.0	4473
Klk1b3	chr7:44198190-44202351	0	0.0	0.0	4473
Klk1b5	chr7:44216473-44220703	0	0.0	0.0	4473
Klk1b4	chr7:44207432-44211754	0	0.0	0.0	4473
Klk1b9	chr7:43976060-43980376	0	0.0	0.0	4473
Klk1b8	chr7:43950665-43954944	0	0.0	0.0	4473
Tatdn1	chr15:58890152-58933730	5	1.726	0.554	144
Rrp7a	chr15:83118488-83122801	0	0.0	0.0	4473
Tatdn3	chr1:191045829-191062932	0	0.0	-0.377	7574
Tatdn2	chr6:113697049-113711082	0	0.0	-0.005	5695
Fam161a	chr11:23008346-23023742	1	0.887	0.285	1109
Gm5627	chr9:102739647-102756685	0	0.0	0.0	4473
Fam161b	chr12:84345308-84361828	0	0.0	0.0	4473
4930579J19Rik	chr13:38460240-38461793	0	0.0	0.0	4473
Gm5622	chr14:51552789-51662953	0	0.0	0.0	4473
Erlec1	chr11:30929783-30954131	1	0.821	0.263	1455
Crmp1	chr5:37242057-37292163	0	0.0	0.0	4473
Gm32123	chr14:25109260-25112930	0	0.0	0.0	4473
Tnks	chr8:34829178-34965690	0	0.0	0.0	4473
Adamts20	chr15:94268320-94404350	0	0.0	0.0	4473
Meig1	chr2:3409042-3422648	1	0.309	0.099	2894
Mtln	chr2:127791376-127792488	0	0.0	-0.041	6012
Aifm2	chr10:61720648-61738652	0	0.0	0.0	4473
Aifm3	chr16:17489676-17507485	0	0.0	0.0	4473
Aifm1	chrX:48474943-48513563	1	0.861	0.276	1227
Ivd	chr2:118861993-118882909	0	0.0	0.0	4473
Tnk2	chr16:32644642-32683493	2	0.021	0.007	3488
Tnk1	chr11:69850562-69858730	0	0.0	0.0	4473
Cd63	chr10:128909865-128912818	1	0.0	-0.0	4480
Seh1l	chr18:67774875-67795487	0	0.0	-0.007	5757
Ivl	chr3:92570899-92573735	0	0.0	0.0	4473
Cd69	chr6:129267323-129275369	3	0.719	0.231	1954
Cd68	chr11:69664212-69666170	1	0.038	0.005	3546
Asrgl1	chr19:9111718-9135566	1	0.819	0.263	1466
Gm9999	chr7:46976631-46987803	0	0.0	0.0	4473
Mtpap	chr18:4375591-4398798	1	0.842	0.27	1340
Dscaml1	chr9:45430292-45753713	0	0.0	0.0	4473
Vmn1r23	chr6:57925882-57926791	0	0.0	0.0	4473
Vmn1r22	chr6:57900081-57900990	0	0.0	0.0	4473
Vmn1r21	chr6:57843563-57844457	0	0.0	0.0	4473
Vmn1r20	chr6:57431690-57432602	0	0.0	0.0	4473
Vmn1r27	chr6:58215105-58216017	0	0.0	0.0	4473
Vmn1r26	chr6:58008182-58009202	0	0.0	0.0	4473
Vmn1r25	chr6:57978393-57979302	0	0.0	0.0	4473
Vmn1r24	chr6:57955640-57956531	0	0.0	0.0	4473
Chpf2	chr5:24586749-24592486	1	0.81	0.259	1530
Vmn1r28	chr6:58265173-58266082	0	0.0	0.0	4473
Lmx1a	chr1:167689557-167848733	0	0.0	0.0	4473
Lmx1b	chr2:33564535-33640511	0	0.0	0.0	4473
LOC100125594	chr2:151380649-151432449	0	0.0	0.0	4473
Olfr1372-ps1	chr11:52154875-52157907	0	0.0	0.0	4473
2310065F04Rik	chr11:67112460-67120080	0	0.0	0.0	4473
Chl1	chr6:103510875-103733035	0	0.0	0.0	4473
Rad54l2	chr9:106688079-106789213	0	0.0	-0.306	6945
Clec5a	chr6:40574897-40585805	0	0.0	0.0	4473
8430423G03Rik	chr5:148950249-148951658	0	0.0	0.0	4473
9030204H09Rik	chr2:35819189-35823385	0	0.0	0.0	4473
Gm26705	chr7:99260480-99267218	0	0.0	0.0	4473
4930430J02Rik	chr9:57391069-57400364	0	0.0	0.0	4473
Defb44-ps	chr1:18210052-18223564	0	0.0	0.0	4473
Cyp2c23	chr19:44006790-44029247	0	0.0	0.0	4473
Cyp2c29	chr19:39287084-39330713	0	0.0	0.0	4473
Gm2042	chr12:87602664-87608850	0	0.0	0.0	4473
E230032D23Rik	chr7:143628069-143670614	0	0.0	0.0	4473
Mitf	chr6:97991782-98021358	0	0.0	0.0	4473
Bri3bp	chr5:125441567-125460885	0	0.0	-0.0	5051
Ciapin1	chr8:94819817-94838340	3	1.34	0.072	3009
C330024C12Rik	chr17:87192215-87194942	0	0.0	0.0	4473
9330175M20Rik	chr1:51218385-51333779	0	0.0	0.0	4473
Slu7	chr11:43433730-43447981	1	0.813	0.261	1501
Krtap31-2	chr11:99936290-99937225	0	0.0	0.0	4473
Apoc4	chr7:19678083-19681460	0	0.0	0.0	4473
Apoc2	chr7:19671578-19673920	1	0.002	0.001	3871
Apoc3	chr9:46233049-46235299	0	0.0	0.0	4473
Apoc1	chr7:19689479-19692659	0	0.0	0.0	4473
Pradc1	chr6:85446784-85451970	2	1.667	0.176	2511
AI115009	chr3:152666912-152681432	0	0.0	0.0	4473
Cep104	chr4:153975560-154007225	0	0.0	-0.284	6819
Rbck1	chr2:152316333-152332425	1	0.894	0.287	1090
Sbp	chr17:23941995-23945607	0	0.0	0.0	4473
Tab3	chrX:85574021-85634469	0	0.0	0.0	4473
Tab2	chr10:7905647-7956123	2	0.933	0.3	968
Tab1	chr15:80133145-80161706	0	0.0	-0.29	6848
Pik3ap1	chr19:41274217-41385070	0	0.0	0.0	4473
AI847159	chr2:129178147-129180673	4	0.684	0.219	2098
Ppp1r7	chr1:93343644-93367618	1	0.889	0.285	1103
Ppp1r2	chr16:31251540-31275277	0	0.0	0.0	4473
Ppp1r8	chr4:132826923-132843169	0	0.0	-0.367	7489
Tmem79	chr3:88328652-88334433	1	0.345	0.11	2857
Kank4	chr4:98754891-98817537	0	0.0	0.0	4473
Kank2	chr9:21766772-21798546	0	0.0	0.0	4473
Kank3	chr17:33810522-33822917	1	0.0	-0.0	4502
Kank1	chr19:25236974-25434498	0	0.0	0.0	4473
Tmem70	chr1:16665190-16678275	1	0.771	0.246	1733
Tmem71	chr15:66526211-66561046	0	0.0	0.0	4473
Tmem72	chr6:116692724-116716758	0	0.0	0.0	4473
Tmem74	chr15:43866694-43870029	0	0.0	0.0	4473
Ttc27	chr17:74717749-74863570	0	0.0	0.0	4473
Arl5c	chr11:97989579-97996173	0	0.0	0.0	4473
Col16a1	chr4:130047839-130099277	2	0.489	0.157	2622
Ttc23	chr7:67647409-67726576	0	0.0	0.0	4473
Junb	chr8:84976908-84978748	12	2.199	0.706	33
Jund	chr8:70697738-70700616	1	0.909	0.292	1037
Mir301b	chr16:17124399-17124496	2	0.512	0.164	2578
Nprl3	chr11:32231962-32267707	0	0.0	-0.033	5983
Nprl2	chr9:107542208-107545706	3	0.003	0.001	3798
Ermp1	chr19:29609875-29648415	2	0.015	-0.338	7221
Col19a1	chr1:24257682-24587437	0	0.0	0.0	4473
Gm10220	chr5:26114763-26121425	0	0.0	0.0	4473
Kansl1l	chr1:66719247-66817595	1	0.31	0.1	2892
Gm10228	chr16:89040922-89041472	0	0.0	0.0	4473
Gm10229	chr16:89015276-89015846	0	0.0	0.0	4473
1810034E14Rik	chr13:64248699-64268145	0	0.0	0.0	4473
Spem1	chr11:69820870-69822165	0	0.0	0.0	4473
Spem2	chr11:69816565-69818440	0	0.0	0.0	4473
Uaca	chr9:60794441-60880431	0	0.0	0.0	4473
Rlim	chrX:103957162-103981285	0	0.0	0.0	4473
Gcc2	chr10:58255525-58305592	0	0.0	0.0	4473
Gcc1	chr6:28416602-28421724	1	0.74	0.237	1852
Psmf1	chr2:151716061-151741310	0	0.0	-0.362	7440
Stau1	chr2:166947548-166964717	0	0.0	-0.002	5498
Itsn1	chr16:91729370-91920579	0	0.0	0.0	4473
Itsn2	chr12:4593007-4713952	0	0.0	0.0	4473
Mir130c	chr9:53400804-53400886	0	0.0	0.0	4473
1700123J17Rik	chr7:126224246-126237604	0	0.0	0.0	4473
Mir130a	chr2:84741114-84741178	0	0.0	-0.0	4645
AU023762	chr9:113496745-113587152	0	0.0	0.0	4473
Spcs1	chr14:30999825-31001666	1	0.785	0.252	1644
Spcs2	chr7:99837568-99858883	2	1.075	0.337	782
Ccbe1	chr18:66056855-66291838	0	0.0	0.0	4473
Mir1306	chr16:18284238-18284317	0	0.0	-0.01	5827
Gtf2h3	chr5:124579147-124597680	2	1.586	0.133	2759
Gtf2h2	chr13:100460229-100492609	0	0.0	0.0	4473
Gtf2h1	chr7:46796670-46823800	1	0.839	-0.08	6190
Gtf2h5	chr17:6079827-6085485	0	0.0	-0.371	7535
Gtf2h4	chr17:35667727-35673743	0	0.0	-0.005	5714
Rspry1	chr8:94601940-94660275	1	0.651	0.209	2217
D14Ertd670e	chr14:19838924-19844677	0	0.0	0.0	4473
1700003I22Rik	chr1:56018977-56020203	0	0.0	0.0	4473
Tpbg	chr9:85842851-85847055	0	0.0	0.0	4473
Klre1	chr6:129578285-129585827	0	0.0	0.0	4473
Minpp1	chr19:32485768-32515370	3	0.732	0.235	1897
Ptgfrn	chr3:101040235-101110166	0	0.0	0.0	4473
Troap	chr15:99074972-99083409	1	0.845	0.271	1322
Tbxas1	chr6:38918985-39084579	0	0.0	0.0	4473
Evi5	chr5:107744794-107875107	0	0.0	0.0	4473
Chkb	chr15:89426348-89429927	0	0.0	0.0	4473
9230112J17Rik	chr9:60523966-60545882	0	0.0	0.0	4473
Zfp639	chr3:32510591-32520833	0	0.0	0.0	4473
Zfp638	chr6:83914352-83986871	0	0.0	-0.346	7294
Zfp637	chr6:117841180-117845957	0	0.0	-0.334	7182
1700001G17Rik	chr1:33669823-33670712	0	0.0	0.0	4473
Sfxn4	chr19:60837276-60861428	2	0.894	0.287	1084
Sfxn5	chr6:85213050-85333422	0	0.0	0.0	4473
Sfxn2	chr19:46573364-46596900	1	0.687	0.22	2089
Sfxn3	chr19:45047575-45056383	0	0.0	0.0	4473
Sfxn1	chr13:54071844-54108345	0	0.0	0.0	4473
Sh3kbp1	chrX:159708600-159975920	4	0.333	0.107	2865
St6gal2	chr17:55445381-55514581	0	0.0	0.0	4473
St6gal1	chr16:23290469-23360350	0	0.0	0.0	4473
Sms	chrX:157443850-157492287	0	0.0	0.0	4473
Ganc	chr2:120403895-120460852	1	0.74	0.237	1855
Mir511	chr2:14261002-14261081	0	0.0	0.0	4473
Syk	chr13:52596881-52648792	0	0.0	0.0	4473
2010010A06Rik	chr18:75295674-75297329	0	0.0	0.0	4473
Afg3l2	chr18:67404763-67449192	4	0.856	0.275	1260
Urml	chr13:68228435-68231820	0	0.0	0.0	4473
Havcr1	chr11:46740222-46779578	0	0.0	0.0	4473
Havcr2	chr11:46454930-46481254	8	2.177	0.699	40
Oard1	chr17:48410449-48417270	1	0.894	0.287	1086
Lins1	chr7:66689888-66717256	0	0.0	-0.323	7075
Pdrg1	chr2:153008889-153015383	0	0.0	-0.308	6953
Pdyn	chr2:129686548-129699938	0	0.0	0.0	4473
Urm1	chr2:29827388-29844996	1	0.667	0.213	2163
Rap1b	chr10:117814596-117845974	2	0.028	0.009	3442
Rap1a	chr3:105727259-105801381	3	1.054	0.338	778
4930570G19Rik	chr3:156548414-156561687	0	0.0	0.0	4473
Satb2	chr1:56793980-56971334	0	0.0	0.0	4473
Satb1	chr17:51736186-51812184	0	0.0	0.0	4473
Hkdc1	chr10:62383136-62422457	0	0.0	0.0	4473
Nras	chr3:103058284-103067914	0	0.0	-0.297	6886
4833420G17Rik	chr13:119462758-119486120	0	0.0	0.0	4473
Ppp4r4	chr12:103532564-103613832	0	0.0	0.0	4473
Ppp4r1	chr17:65783354-65841926	0	0.0	0.0	4473
Ppp4r2	chr6:100833637-100868717	0	0.0	0.0	4473
1700122H20Rik	chr17:6895939-6901718	0	0.0	0.0	4473
Olfr624	chr7:103670102-103671029	0	0.0	0.0	4473
1700026D11Rik	chr2:132490727-132524057	0	0.0	0.0	4473
Olfr620	chr7:103611409-103612351	0	0.0	0.0	4473
Olfr622	chr7:103639184-103640138	0	0.0	0.0	4473
Olfr623	chr7:103660243-103661318	0	0.0	0.0	4473
Olfr628	chr7:103731927-103732878	0	0.0	0.0	4473
Olfr629	chr7:103740200-103741322	0	0.0	0.0	4473
Gm20917	chrY:79148794-79149787	0	0.0	0.0	4473
4930515L19Rik	chrX:46267558-46328911	0	0.0	0.0	4473
Gsk3a	chr7:25228258-25237851	0	0.0	0.0	4473
AY074887	chr9:54950256-54950954	1	0.791	0.254	1612
Gsk3b	chr16:38089000-38246084	0	0.0	0.0	4473
Dmwd	chr7:19076199-19082775	0	0.0	0.0	4473
B930059L03Rik	chr12:110591373-110592679	1	0.001	-0.344	7279
Isca1	chr13:59755414-59769789	1	0.784	-0.032	5979
Isca2	chr12:84773269-84775089	3	0.859	0.276	1244
A630001O12Rik	chr8:126849019-126851837	8	1.855	0.595	110
1110002J07Rik	chr10:66912189-66920384	0	0.0	0.0	4473
1700028E10Rik	chr5:151368674-151414083	2	0.877	-0.112	6356
Phkg2	chr7:127573347-127583307	1	0.676	0.217	2128
Phkg1	chr5:129863430-129879088	0	0.0	-0.001	5437
Gle1	chr2:29935408-29959432	0	0.0	-0.001	5289
Aldh5a1	chr13:24907578-24937661	0	0.0	0.0	4473
Cr2	chr1:195136810-195176715	0	0.0	0.0	4473
Rhcg	chr7:79593362-79617657	0	0.0	0.0	4473
1700063D05Rik	chr9:41206154-41217627	0	0.0	0.0	4473
Fahd2a	chr2:127436214-127444565	0	0.0	0.0	4473
Tln1	chr4:43531512-43562583	2	0.158	0.051	3097
2900009J06Rik	chr1:127753616-127774054	2	1.244	0.09	2928
Mkrn1	chr6:39397815-39419776	0	0.0	0.0	4473
Snrnp25	chr11:32205414-32208995	0	0.0	0.0	4473
Tomm34	chr2:164053539-164071169	1	0.041	0.013	3379
Snrnp27	chr6:86675168-86684491	1	0.802	-0.086	6223
Gm19519	chr18:57774163-57779995	0	0.0	0.0	4473
Gm19510	chr15:59788416-59794959	0	0.0	0.0	4473
Crp	chr1:172698055-172699966	0	0.0	0.0	4473
Crx	chr7:15865946-15879955	0	0.0	0.0	4473
Shisa8	chr15:82206951-82212815	0	0.0	0.0	4473
Ifngas1	chr10:118502034-118556525	0	0.0	0.0	4473
Gm12633	chr4:90359624-90361314	0	0.0	0.0	4473
Crk	chr11:75679258-75708428	0	0.0	-0.002	5479
Crh	chr3:19693400-19695396	0	0.0	0.0	4473
Ints6	chr14:62676324-62761112	1	0.897	0.288	1071
Orai2	chr5:136147460-136170656	1	0.869	0.279	1188
Orai3	chr7:127769814-127775150	0	0.0	-0.002	5572
Orai1	chr5:123015073-123030452	2	0.662	0.212	2169
Ints5	chr19:8892986-8897890	4	0.962	0.297	992
4933439C10Rik	chr11:59505652-59511385	0	0.0	0.0	4473
Cox7a1	chr7:30184170-30186030	1	0.001	0.0	4016
Cox7a2	chr9:79755240-79759853	0	0.0	-0.374	7557
Dmgdh	chr13:93674435-93752823	0	0.0	0.0	4473
Ufl1	chr4:25247148-25281821	0	0.0	-0.377	7572
Pcdh12	chr18:38267091-38284401	2	0.0	-0.0	4610
Pcdh10	chr3:45378397-45383035	0	0.0	0.0	4473
Pcdh17	chr14:84443562-84537060	0	0.0	0.0	4473
Pcdh15	chr10:73821866-74634765	0	0.0	0.0	4473
Pcdh18	chr3:49743295-49757316	0	0.0	0.0	4473
Pcdh19	chrX:133582860-133688993	0	0.0	0.0	4473
Cwh43	chr5:73406077-73453425	0	0.0	0.0	4473
Mindy4	chr6:55203382-55278625	0	0.0	0.0	4473
Nek11	chr9:105162466-105395287	0	0.0	0.0	4473
Mindy1	chr3:95282934-95296164	1	0.394	0.126	2783
Mindy3	chr2:12347263-12419460	2	0.705	0.226	2020
Mindy2	chr9:70599013-70657174	0	0.0	-0.198	6600
Rnu7	chr5:53698563-53698588	0	0.0	0.0	4473
Rnu6	chr19:14438479-14438506	0	0.0	0.0	4473
Nsf	chr11:103821782-103954056	0	0.0	-0.0	4872
Atp2b4	chr1:133702673-133753747	0	0.0	0.0	4473
Spns1	chr7:126370059-126377934	2	0.002	-0.189	6577
Spns3	chr11:72498155-72550246	0	0.0	0.0	4473
Spns2	chr11:72451637-72475027	0	0.0	0.0	4473
Clec4b2	chr6:123173022-123204671	0	0.0	0.0	4473
Clec4b1	chr6:123049961-123071555	0	0.0	0.0	4473
Gm21276	chr7:38762405-38770304	0	0.0	0.0	4473
C77080	chr4:129219577-129239218	0	0.0	0.0	4473
Gabarapl1	chr6:129533191-129542331	1	0.879	0.282	1146
Gabarapl2	chr8:111940702-111952915	1	0.782	0.251	1655
4930599N23Rik	chr6:39118472-39148312	0	0.0	0.0	4473
Ube2j1	chr4:33031379-33052367	0	0.0	0.0	4473
Ube2j2	chr4:155944157-155959604	1	0.926	-0.078	6184
Gm21188	chr13:120034604-120052204	0	0.0	0.0	4473
Oprl1	chr2:181715015-181720985	0	0.0	0.0	4473
Sat1	chrX:155213125-155216449	0	0.0	0.0	4473
Sat2	chr11:69622051-69623451	0	0.0	0.0	4473
Hist1h3e	chr13:23561895-23562365	5	0.69	-0.141	6473
1700061G19Rik	chr17:56875632-56888838	0	0.0	0.0	4473
Pcyt2	chr11:120610061-120617945	4	0.001	0.0	4079
Snora52	chr7:141448802-141448936	2	0.868	0.279	1199
Cubn	chr2:13276337-13491876	0	0.0	0.0	4473
Heph	chrX:96456345-96574484	0	0.0	0.0	4473
Defb19	chr2:152576085-152580312	0	0.0	0.0	4473
Muc2	chr7:141690339-141754694	0	0.0	0.0	4473
Muc1	chr3:89229055-89233381	1	0.509	0.163	2580
C130046K22Rik	chr11:103697723-103705669	0	0.0	-0.335	7192
Muc6	chr7:141633971-141655319	0	0.0	0.0	4473
Muc4	chr16:32735885-32782390	0	0.0	0.0	4473
Defb14	chr8:19194327-19195309	0	0.0	0.0	4473
Vmn1r115	chr7:20844097-20844985	0	0.0	0.0	4473
Tgm2	chr2:158116404-158146392	0	0.0	0.0	4473
Tmem185b	chr1:119526153-119528983	1	0.924	0.297	996
Tmem185a	chrX:70459752-70477180	0	0.0	0.0	4473
5031425F14Rik	chr2:166447450-166458770	1	0.343	0.11	2854
Dynap	chr18:70240428-70244584	0	0.0	0.0	4473
Vmn1r111	chr7:21545169-21546090	0	0.0	0.0	4473
Defb12	chr8:19111930-19114833	0	0.0	0.0	4473
Vmn1r113	chr7:20787284-20788208	0	0.0	0.0	4473
Cabs1	chr5:87979450-87981541	0	0.0	0.0	4473
Ptgdr2	chr19:10937159-10942511	1	0.0	0.0	4414
Olfr1480	chr19:13529674-13530622	0	0.0	0.0	4473
Arid5a	chr1:36307732-36324029	1	0.0	-0.03	5968
Tigd3	chr19:5891137-5894128	0	0.0	0.0	4473
Tigd2	chr6:59208869-59212033	0	0.0	-0.335	7191
Tigd5	chr15:75909734-75914535	1	0.0	-0.0	4678
Rfpl4	chr7:5109786-5116911	0	0.0	0.0	4473
Diaph1	chr18:37843600-37935476	1	0.002	-0.367	7488
Diaph2	chrX:129749741-130465833	0	0.0	0.0	4473
Diaph3	chr14:86655356-87141224	0	0.0	0.0	4473
Clpb	chr7:101663750-101795460	0	0.0	0.0	4473
Mmachc	chr4:116702433-116708385	1	0.972	0.312	883
Ccdc141	chr2:77009905-77170635	0	0.0	0.0	4473
Ccdc142	chr6:83101515-83109121	3	0.004	-0.001	5455
Prkg1	chr19:30564486-31664370	0	0.0	0.0	4473
Ccdc149	chr5:52374650-52471543	0	0.0	0.0	4473
Ccdc148	chr2:58821697-59160683	0	0.0	0.0	4473
Gm16325	chr3:146641931-146651715	0	0.0	0.0	4473
Ftcd	chr10:76575647-76590338	0	0.0	0.0	4473
Mir466q	chr3:28419942-28420018	0	0.0	0.0	4473
Mir466p	chr18:65195452-65619615	0	0.0	0.0	4473
Atp10a	chr7:58658201-58829426	0	0.0	0.0	4473
Atp10b	chr11:43149876-43262286	0	0.0	0.0	4473
Atp10d	chr5:72203342-72298758	0	0.0	0.0	4473
Haglr	chr2:74748421-74762896	0	0.0	0.0	4473
Mir466g	chr2:10514594-10514674	0	0.0	0.0	4473
Mir466e	chr2:10479087-10479171	0	0.0	0.0	4473
Mir466d	chr2:5379389-5483389	0	0.0	-0.435	7650
Mir466o	chr12:70308504-70669399	0	0.0	0.0	4473
Mir466n	chr2:10513740-10513834	0	0.0	0.0	4473
Mir466m	chr2:10466662-10466746	0	0.0	0.0	4473
Mir466l	chr2:10516096-10516217	0	0.0	0.0	4473
Mir466k	chr3:85467376-85467498	0	0.0	0.0	4473
Mir466j	chr10:60960722-60960844	0	0.0	0.0	4473
Mir466i	chr13:17747472-17747593	0	0.0	0.0	4473
Mir466h	chr4:81476308-81487013	0	0.0	0.0	4473
Stard10	chr7:101317085-101346626	1	0.0	-0.005	5691
Stard13	chr5:151037514-151190193	0	0.0	0.0	4473
Cdkl5	chrX:160784307-160994681	0	0.0	0.0	4473
Cdkl4	chr17:80523549-80577813	0	0.0	0.0	4473
Cdkl1	chr12:69746847-69790707	0	0.0	0.0	4473
Cdkl3	chr11:52004220-52038165	1	0.008	0.003	3637
Cdkl2	chr5:92006073-92043042	0	0.0	0.0	4473
Podxl	chr6:31519492-31563937	0	0.0	0.0	4473
Usp39	chr6:72318675-72345175	1	0.153	0.049	3106
Tpsg1	chr17:25369272-25374442	0	0.0	0.0	4473
AW554918	chr18:25169019-25467321	0	0.0	0.0	4473
Usp31	chr7:121642020-121707253	0	0.0	0.0	4473
Usp32	chr11:84984487-85139955	1	0.61	-0.043	6024
Usp33	chr3:152346477-152393614	0	0.0	0.0	4473
Usp34	chr11:23306894-23490560	0	0.0	0.0	4473
Usp35	chr7:97309379-97325964	0	0.0	0.0	4473
Usp36	chr11:118259652-118290244	0	0.0	-0.347	7299
Usp37	chr1:74435509-74505821	3	1.822	0.403	645
A530013C23Rik	chr2:167690758-167697413	1	0.369	0.118	2818
Ggt1	chr10:75568661-75586191	1	0.14	0.045	3131
Ptf1aos	chr2:19441507-19446674	0	0.0	0.0	4473
Pabpn1	chr14:54894142-54898927	1	0.671	0.215	2142
Rasl11b	chr5:74195325-74199477	0	0.0	0.0	4473
Rasl11a	chr5:146845070-146847726	2	0.0	-0.0	4506
Ggt5	chr10:75589380-75617200	0	0.0	0.0	4473
4933424G05Rik	chr18:14988994-15047987	0	0.0	0.0	4473
Gm17059	chr10:59799201-59800254	0	0.0	0.0	4473
Stn1	chr19:47501032-47537119	0	0.0	0.0	4473
4922502B01Rik	chr8:109145240-109249745	0	0.0	0.0	4473
4933402N22Rik	chr5:11918042-11922804	0	0.0	0.0	4473
Cic	chr7:25267698-25294159	0	0.0	0.0	4473
Zgrf1	chr3:127553488-127618023	2	1.353	0.162	2593
Cx3cr1	chr9:120048682-120068296	3	0.0	0.0	4162
Pbdc1	chrX:105079755-105085194	0	0.0	0.0	4473
Ccdc66	chr14:27482404-27508460	0	0.0	0.0	4473
Cit	chr5:115845655-116006341	1	0.837	0.269	1363
Otx2os1	chr14:48669287-48793348	0	0.0	0.0	4473
Serpina5	chr12:104101112-104106137	0	0.0	0.0	4473
Serpina6	chr12:103646630-103657218	0	0.0	0.0	4473
Serpina7	chrX:139079249-139085236	0	0.0	0.0	4473
Serpina9	chr12:103996614-104013652	0	0.0	0.0	4473
Bmp10	chr6:87428993-87434512	0	0.0	0.0	4473
4930587E11Rik	chr6:102266099-102306804	0	0.0	0.0	4473
Scgb1b30	chr7:34095430-34100837	0	0.0	0.0	4473
Apol11b	chr15:77633950-77643286	0	0.0	0.0	4473
Apol11a	chr15:77508270-77517319	0	0.0	0.0	4473
Dab2ip	chr2:35621980-35730994	0	0.0	0.0	4473
Tfpi2	chr6:3962588-3988858	0	0.0	0.0	4473
Peg12	chr7:62461870-62464510	0	0.0	0.0	4473
Peg13	chr15:72805601-72810324	0	0.0	0.0	4473
Llcfc1	chr6:41684430-41685717	0	0.0	0.0	4473
Mgam	chr6:40628830-40769123	0	0.0	0.0	4473
Gm10057	chrX:154043985-154055041	0	0.0	0.0	4473
Cyp2c53-ps	chr19:39229253-39274737	0	0.0	0.0	4473
Gm10052	chr15:103240431-103244584	0	0.0	0.0	4473
Gm10058	chrX:30820528-30843438	0	0.0	0.0	4473
Tex43	chr18:56588347-56594779	1	0.0	0.0	4444
Tex46	chr4:136610436-136613213	1	0.003	-0.001	5332
Tex47	chr5:7304163-7311491	0	0.0	0.0	4473
Tex44	chr1:86426328-86428049	2	0.003	0.001	3767
Tex45	chr8:3470861-3487178	0	0.0	0.0	4473
Tex48	chr4:63607088-63622433	0	0.0	0.0	4473
Bmpr2	chr1:59764278-59878081	1	0.348	0.112	2844
Mir18	chr14:115043850-115043946	0	0.0	0.0	4473
Mir17	chr14:115043670-115043754	0	0.0	0.0	4473
F630040K05Rik	chr17:45734505-45781252	0	0.0	0.0	4473
Fut4	chr9:14748458-14752122	0	0.0	0.0	4473
Pwwp2b	chr7:139248481-139267253	0	0.0	0.0	4473
Pwwp2a	chr11:43681997-43722633	0	0.0	0.0	4473
Gm839	chr6:89212196-89216179	0	0.0	0.0	4473
Evl	chr12:108635752-108688515	1	0.84	0.27	1350
4930478P22Rik	chr5:35361552-35367677	0	0.0	0.0	4473
Evc	chr5:37299170-37336881	0	0.0	0.0	4473
Mir1b	chr18:10785445-10785567	0	0.0	0.0	4473
Snora16a	chr4:132309464-132309600	0	0.0	0.0	4473
Mkrn2os	chr6:115583546-115592576	1	0.201	0.065	3028
Nostrin	chr2:69135799-69189329	0	0.0	0.0	4473
Ubn2	chr6:38433924-38512763	0	0.0	-0.323	7082
Ubn1	chr16:5050056-5086289	0	0.0	-0.323	7074
Catspere2	chr1:177991434-178048291	0	0.0	0.0	4473
Creb5	chr6:53573373-53695832	0	0.0	0.0	4473
Creb3	chr4:43562633-43567060	2	0.153	0.049	3107
Creb1	chr1:64532803-64604548	1	0.371	0.119	2816
2010109A12Rik	chr5:93206517-93213474	1	0.378	-0.222	6642
Impa1	chr3:10311955-10331439	0	0.0	0.0	4473
Impa2	chr18:67289246-67319216	3	0.773	0.248	1696
Fut8	chr12:77238103-77475996	1	0.964	0.309	901
Mia	chr7:27179740-27181149	2	0.431	0.138	2726
