# Analysis title: diff_Primary_versus_Naive_c3.0_cond1_formatted analysis from Cistrome-GO
# Mode: Ensemble mode
# Specie: mm10
# Peak bed file name: diff_Primary_versus_Naive_c3.0_cond1_formatted.bed
# Differential expression file name: primary_vs_control_naive_deseq2.csv
# Genes for gene ontology: allgenes
# Column index of (GeneID, logFoldChange, FDR): 1,3,7
# Cutoffs of logFoldChange and FDR for DE genes: 1.0, 0.05
# Top peaks to use: 10000
# Half-decay distance: 1000bp
# FDR cutoff of GO/KEGG terms to return: 0.2
# Minimum and maximum gene number in GO and KEGG gene sets: 10, 2000
# Term	N,n,B,b	Erichment	p_value	FDR	Gene_number
positive regulation of synaptic plasticity(GO:0031915)	20774, 604, 14, 1	2.457	0.468734325007	0.646832493538	14
positive regulation of autophagy of mitochondrion(GO:1903599)	20774, 1772, 17, 2	1.379	0.569168761759	0.734411305496	17
negative regulation of vascular permeability(GO:0043116)	20774, 1579, 13, 3	3.036	0.155770238272	0.30639104718	13
positive regulation of leukocyte differentiation(GO:1902107)	20774, 1878, 166, 60	3.998	2.14406231324e-20	2.08280339e-18	166
cellular amino acid metabolic process(GO:0006520)	20774, 410, 251, 7	1.413	0.661844493808	0.805980405789	251
craniofacial suture morphogenesis(GO:0097094)	20774, 887, 16, 2	2.928	0.284362964825	0.465623568134	16
regulation of cardiac conduction(GO:1903779)	20774, 797, 16, 1	1.629	0.599157744929	0.758969377904	16
long-term memory(GO:0007616)	20774, 1787, 38, 7	2.141	0.146403322584	0.293176194993	38
mating behavior(GO:0007617)	20774, 1974, 32, 3	0.987	0.779225701966	0.894193428485	32
short-term memory(GO:0007614)	20774, 0, 13, 0	0.0	1.0	1.0	13
learning(GO:0007612)	20774, 1872, 165, 21	1.412	0.302413793047	0.484024766276	165
memory(GO:0007613)	20774, 19, 140, 1	7.81	0.428232354923	0.608827736808	140
behavior(GO:0007610)	20774, 19, 656, 2	3.333	0.532984046384	0.701993375979	656
RNA modification(GO:0009451)	20774, 1153, 132, 11	1.501	0.412913452152	0.592543874659	132
mRNA transcription(GO:0009299)	20774, 1798, 26, 12	5.333	4.19691683157e-06	5.00684814994e-05	26
arginine metabolic process(GO:0006525)	20774, 1560, 16, 1	0.832	0.727909876113	0.853621830574	16
C-terminal protein amino acid modification(GO:0018410)	20774, 1577, 13, 2	2.027	0.382144227549	0.565138616295	13
ribosomal small subunit biogenesis(GO:0042274)	20774, 1990, 16, 7	4.567	0.00177326828825	0.00925521606588	16
hormone metabolic process(GO:0042445)	20774, 222, 158, 4	2.369	0.363046693114	0.546415889978	158
regulation of insulin secretion(GO:0050796)	20774, 1644, 182, 26	1.805	0.02080694699	0.0659394591693	182
regulation of hydrogen peroxide metabolic process(GO:0010310)	20774, 1672, 15, 4	3.313	0.0808107127187	0.18673972925	15
pigment metabolic process(GO:0042440)	20774, 207, 55, 1	1.825	0.719925760808	0.847675665188	55
receptor localization to synapse(GO:0097120)	20774, 0, 43, 0	0.0	1.0	1.0	43
lymphocyte homeostasis(GO:0002260)	20774, 1545, 59, 23	5.242	1.56472270332e-10	4.68432708667e-09	59
myeloid cell homeostasis(GO:0002262)	20774, 1491, 31, 5	2.247	0.203457999143	0.37134205365	31
cell activation involved in immune response(GO:0002263)	20774, 1798, 148, 37	2.888	5.00013562561e-08	9.18943844707e-07	148
progesterone metabolic process(GO:0042448)	20774, 222, 12, 1	7.798	0.228494172015	0.402379673989	12
mitochondrial transmembrane transport(GO:1990542)	20774, 461, 60, 4	3.004	0.176624924763	0.3350875416	60
response to ischemia(GO:0002931)	20774, 316, 29, 3	6.801	0.0414772998717	0.112753824894	29
glandular epithelial cell development(GO:0002068)	20774, 198, 20, 1	5.246	0.337823968171	0.520065358504	20
transforming growth factor beta receptor signaling pathway(GO:0007179)	20774, 1968, 82, 20	2.575	0.000607601740262	0.0038717326421	82
regulation of action potential(GO:0098900)	20774, 11, 58, 1	32.561	0.132707812819	0.272985820665	58
regulation of cardiac muscle cell action potential(GO:0098901)	20774, 1914, 26, 2	0.835	0.812449914296	0.918153274466	26
chondrocyte differentiation(GO:0002062)	20774, 975, 45, 7	3.314	0.0267995768586	0.0801797522608	45
chondrocyte development(GO:0002063)	20774, 129, 22, 1	7.32	0.28632156604	0.467543963756	22
complement receptor mediated signaling pathway(GO:0002430)	20774, 0, 12, 0	0.0	1.0	1.0	12
columnar/cuboidal epithelial cell development(GO:0002066)	20774, 1703, 43, 7	1.986	0.20014754804	0.366574424906	43
glandular epithelial cell differentiation(GO:0002067)	20774, 1385, 28, 2	1.071	0.735362176638	0.85939699504	28
epithelial cell development(GO:0002064)	20774, 1736, 138, 28	2.428	0.000115122609651	0.000902773676997	138
columnar/cuboidal epithelial cell differentiation(GO:0002065)	20774, 109, 67, 1	2.845	0.622760078203	0.77702174895	67
amino acid transport(GO:0006865)	20774, 15, 101, 1	13.712	0.282359816553	0.463459560963	101
cellular response to virus(GO:0098586)	20774, 1455, 32, 8	3.569	0.00675818569582	0.0271709544129	32
vesicle fusion to plasma membrane(GO:0099500)	20774, 538, 15, 1	2.574	0.460191241941	0.639378374675	15
regulation of cardiocyte differentiation(GO:1905207)	20774, 187, 61, 4	7.285	0.0137271649733	0.0475901713567	61
positive regulation of cardiocyte differentiation(GO:1905209)	20774, 1649, 37, 9	3.064	0.0121367186363	0.0434693609545	37
histone mRNA metabolic process(GO:0008334)	20774, 1687, 17, 3	2.173	0.298130035316	0.479970313366	17
glial cell activation(GO:0061900)	20774, 1625, 30, 2	0.852	0.815067297366	0.920089970706	30
extracellular structure organization(GO:0043062)	20774, 295, 263, 5	1.339	0.768840766798	0.887195648475	263
positive regulation of cell size(GO:0045793)	20774, 532, 17, 5	11.485	0.000292269239475	0.00203392043845	17
regulation of chondrocyte differentiation(GO:0032330)	20774, 364, 48, 4	4.756	0.0508860097714	0.131711477168	48
prostaglandin biosynthetic process(GO:0001516)	20774, 0, 17, 0	0.0	1.0	1.0	17
regulation of short-term neuronal synaptic plasticity(GO:0048172)	20774, 1036, 18, 1	1.114	0.688992051072	0.823399990736	18
response to metal ion(GO:0010038)	20774, 228, 258, 9	3.178	0.0222552849724	0.0695071760551	258
response to iron ion(GO:0010039)	20774, 207, 17, 2	11.807	0.0430583978668	0.11612349793	17
aromatic amino acid family catabolic process(GO:0009074)	20774, 410, 18, 1	2.815	0.466104103	0.645145545298	18
cytoplasmic sequestering of transcription factor(GO:0042994)	20774, 299, 13, 1	5.344	0.29272818553	0.475720779488	13
response to inorganic substance(GO:0010035)	20774, 237, 438, 17	3.402	0.000228163368195	0.00164057044201	438
serine family amino acid biosynthetic process(GO:0009070)	20774, 1652, 17, 2	1.479	0.536917915131	0.704251660519	17
serine family amino acid catabolic process(GO:0009071)	20774, 0, 13, 0	0.0	1.0	1.0	13
aromatic amino acid family metabolic process(GO:0009072)	20774, 410, 33, 1	1.535	0.697424719988	0.829727984789	33
selective autophagy(GO:0061912)	20774, 1831, 18, 2	1.261	0.615022314838	0.770599162577	18
animal organ development(GO:0048513)	20774, 222, 1339, 39	2.726	3.23184883461e-07	4.93064117075e-06	1339
cellular response to extracellular stimulus(GO:0031668)	20774, 1941, 205, 37	1.932	0.000920437637568	0.00544935715774	205
peptidyl-serine modification(GO:0018209)	20774, 1934, 190, 38	2.148	7.37132011686e-05	0.000617737390075	190
peptidyl-proline modification(GO:0018208)	20774, 1788, 35, 4	1.328	0.601596174261	0.760583742227	35
regulation of establishment of planar polarity(GO:0090175)	20774, 1331, 38, 4	1.643	0.470805504916	0.648540255404	38
negative regulation of signaling(GO:0023057)	20774, 1471, 1263, 170	1.901	5.53840482278e-15	2.96211314117e-13	1263
peptidyl-lysine modification(GO:0018205)	20774, 1795, 235, 52	2.561	4.82062211536e-09	1.07225052659e-07	235
lipopolysaccharide-mediated signaling pathway(GO:0031663)	20774, 299, 31, 6	13.447	3.73460619695e-05	0.000345179135873	31
peptidyl-methionine modification(GO:0018206)	20774, 1454, 11, 1	1.299	0.566607294189	0.731701226353	11
regulation of DNA recombination(GO:0000018)	20774, 293, 102, 7	4.866	0.00527748081047	0.0225298732357	102
regulation of lipopolysaccharide-mediated signaling pathway(GO:0031664)	20774, 234, 19, 2	9.345	0.0651002632799	0.158423953585	19
segment specification(GO:0007379)	20774, 967, 15, 1	1.432	0.600232510758	0.759666777774	15
modulation by symbiont of host cellular process(GO:0044068)	20774, 1759, 16, 9	6.643	9.2258340477e-06	0.000103086784195	16
cellular response to carbohydrate stimulus(GO:0071322)	20774, 1063, 61, 9	2.883	0.0235965222178	0.0728401074948	61
non-motile cilium assembly(GO:1905515)	20774, 1935, 51, 6	1.263	0.633767013403	0.786631286518	51
positive regulation of nitric-oxide synthase activity(GO:0051000)	20774, 1778, 17, 3	2.062	0.323778906622	0.506303415086	17
macrophage migration(GO:1905517)	20774, 1662, 16, 3	2.344	0.260669242108	0.438595119277	16
positive regulation of fertilization(GO:1905516)	20774, 0, 14, 0	0.0	1.0	1.0	14
regulation of gliogenesis(GO:0014013)	20774, 684, 146, 11	2.288	0.0642159038918	0.157041648512	146
peptidyl-lysine dimethylation(GO:0018027)	20774, 1693, 11, 5	5.578	0.00461754166117	0.020164677346	11
cellular response to cAMP(GO:0071320)	20774, 562, 36, 6	6.161	0.00238459786444	0.0118483150676	36
peptidyl-lysine trimethylation(GO:0018023)	20774, 1590, 29, 8	3.604	0.00602161044963	0.0248593805206	29
peptidyl-lysine methylation(GO:0018022)	20774, 1795, 72, 21	3.376	5.40140703732e-06	6.30164154354e-05	72
positive regulation of protein oligomerization(GO:0032461)	20774, 1798, 24, 5	2.407	0.151441633729	0.300109149272	24
ventricular septum development(GO:0003281)	20774, 1922, 39, 8	2.217	0.0999119466197	0.218559846223	39
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway(GO:0090092)	20774, 187, 231, 8	3.847	0.012235947695	0.0437918128032	231
regulation of immunoglobulin secretion(GO:0051023)	20774, 137, 21, 1	7.221	0.288462363796	0.47023316838	21
platelet-derived growth factor receptor signaling pathway(GO:0048008)	20774, 1345, 38, 11	4.471	0.00015244103637	0.00115544479796	38
insulin-like growth factor receptor signaling pathway(GO:0048009)	20774, 1601, 12, 1	1.081	0.627608067494	0.781636421055	12
negative regulation of morphogenesis of an epithelium(GO:1905331)	20774, 1974, 17, 2	1.238	0.623519396305	0.777075897191	17
regulation of morphogenesis of an epithelium(GO:1905330)	20774, 271, 111, 2	1.381	0.788629332058	0.900322335888	111
positive regulation of immunoglobulin secretion(GO:0051024)	20774, 137, 12, 1	12.636	0.163969377167	0.317814745106	12
positive regulation of morphogenesis of an epithelium(GO:1905332)	20774, 187, 38, 1	2.923	0.554071821094	0.720399308497	38
antigen processing and presentation of peptide antigen(GO:0048002)	20774, 663, 61, 10	5.137	0.000200153276009	0.00146348631921	61
positive regulation of innate immune response(GO:0045089)	20774, 1730, 180, 34	2.268	7.30712322657e-05	0.000614521317287	180
mRNA transport(GO:0051028)	20774, 1978, 103, 21	2.141	0.00538031376081	0.0227849586312	103
CD4-positive, alpha-beta T cell differentiation(GO:0043367)	20774, 1545, 27, 10	4.98	9.6712450093e-05	0.000775002125324	27
ameboidal-type cell migration(GO:0001667)	20774, 1601, 168, 24	1.854	0.0208455337344	0.0660177914676	168
mitotic cell cycle(GO:0000278)	20774, 1568, 137, 29	2.804	5.12098784989e-06	6.00391678952e-05	137
ncRNA processing(GO:0034470)	20774, 1564, 320, 35	1.453	0.128884640589	0.266963823397	320
cellular macromolecule catabolic process(GO:0044265)	20774, 1937, 639, 129	2.165	7.04561945833e-16	4.38523980075e-14	639
cellular carbohydrate metabolic process(GO:0044262)	20774, 1069, 145, 11	1.474	0.444299447423	0.625514749996	145
negative regulation of monooxygenase activity(GO:0032769)	20774, 508, 14, 2	5.842	0.116402718053	0.246694985723	14
myeloid cell development(GO:0061515)	20774, 997, 54, 13	5.016	1.22514023134e-05	0.000132237358304	54
negative regulation of epidermis development(GO:0045683)	20774, 1758, 21, 2	1.125	0.675904171303	0.815539633816	21
synapse assembly(GO:0007416)	20774, 1974, 56, 3	0.564	0.970179013637	1.0	56
negative regulation of platelet-derived growth factor receptor signaling pathway(GO:0010642)	20774, 1155, 14, 3	3.854	0.107482943634	0.230677603273	14
innate immune response(GO:0045087)	20774, 1474, 406, 56	1.944	2.64547712291e-05	0.000259638579486	406
cytoplasmic pattern recognition receptor signaling pathway(GO:0002753)	20774, 1963, 14, 4	3.024	0.101501222221	0.221423381197	14
protein oxidation(GO:0018158)	20774, 645, 13, 1	2.478	0.464535003599	0.644285144852	13
response to cytokine(GO:0034097)	20774, 1983, 745, 143	2.011	8.81010209913e-15	4.41432484125e-13	745
camera-type eye morphogenesis(GO:0048593)	20774, 1690, 25, 4	1.967	0.313306580966	0.494475903647	25
regulation of natural killer cell activation(GO:0032814)	20774, 1879, 41, 13	3.506	0.000329788046628	0.00226521082533	41
regulation of mast cell activation involved in immune response(GO:0033006)	20774, 145, 33, 1	4.341	0.440052866102	0.621189692363	33
positive regulation of natural killer cell activation(GO:0032816)	20774, 1611, 28, 9	4.145	0.001101479084	0.00632453611562	28
telomere maintenance via recombination(GO:0000722)	20774, 0, 15, 0	0.0	1.0	1.0	15
polysaccharide biosynthetic process(GO:0000271)	20774, 1069, 36, 4	2.159	0.300141098631	0.482001147628	36
regulation of monooxygenase activity(GO:0032768)	20774, 508, 42, 4	3.895	0.0838042146794	0.191782722055	42
regulation of T cell mediated cytotoxicity(GO:0001914)	20774, 100, 54, 5	19.235	5.87619169934e-05	0.00050827128626	54
hexose metabolic process(GO:0019318)	20774, 728, 123, 7	1.624	0.45820010479	0.637356077966	123
hexose biosynthetic process(GO:0019319)	20774, 1498, 27, 3	1.541	0.524900112938	0.694034593773	27
positive regulation of chemokine biosynthetic process(GO:0045080)	20774, 255, 11, 2	14.812	0.0249704775712	0.075803235484	11
positive regulation of myeloid leukocyte mediated immunity(GO:0002888)	20774, 1729, 38, 5	1.581	0.446938768712	0.627201749999	38
regulation of immunoglobulin mediated immune response(GO:0002889)	20774, 293, 60, 6	7.09	0.00160447274506	0.00860961628044	60
positive regulation of neuron death(GO:1901216)	20774, 1998, 115, 29	2.622	1.36293779756e-05	0.000144812140991	115
regulation of neuron death(GO:1901214)	20774, 1998, 361, 69	1.987	4.96066029628e-07	7.26545938779e-06	361
regulation of hypersensitivity(GO:0002883)	20774, 30, 12, 1	57.706	0.0519754938765	0.133872474965	12
regulation of transcription from RNA polymerase II promoter involved in heart development(GO:1901213)	20774, 83, 15, 1	16.686	0.145168967344	0.291071728962	15
regulation of myeloid leukocyte mediated immunity(GO:0002886)	20774, 157, 58, 3	6.844	0.0529408464164	0.135704938047	58
pore complex assembly(GO:0046931)	20774, 226, 18, 2	10.213	0.0554781115788	0.140690362874	18
regulation of hydrolase activity(GO:0051336)	20774, 1774, 966, 141	1.709	4.92096455355e-09	1.08947866395e-07	966
cellular amino acid biosynthetic process(GO:0008652)	20774, 1749, 63, 6	1.131	0.744624357839	0.867460077214	63
sex differentiation(GO:0007548)	20774, 222, 39, 1	2.399	0.607606932031	0.76493229211	39
dosage compensation(GO:0007549)	20774, 41, 24, 2	42.224	0.00493932240718	0.021296353857	24
endocytosis(GO:0006897)	20774, 1993, 304, 58	1.989	5.54165825496e-06	6.44946046299e-05	304
regulation of phosphoprotein phosphatase activity(GO:0043666)	20774, 1998, 52, 16	3.199	0.000163160107696	0.00122498755936	52
regulation of lipid transport(GO:0032368)	20774, 1709, 113, 23	2.474	0.000465346483493	0.00304097916115	113
regulation of mesoderm development(GO:2000380)	20774, 0, 17, 0	0.0	1.0	1.0	17
intracellular sterol transport(GO:0032366)	20774, 1859, 12, 5	4.656	0.0103701292324	0.038117231773	12
intracellular lipid transport(GO:0032365)	20774, 1859, 17, 7	4.601	0.00183469193321	0.00951321743144	17
proteasomal protein catabolic process(GO:0010498)	20774, 1985, 293, 55	1.965	1.55690056481e-05	0.000163234508557	293
proteasomal ubiquitin-independent protein catabolic process(GO:0010499)	20774, 106, 23, 1	8.521	0.26006619408	0.437893226445	23
regulation of transferase activity(GO:0051338)	20774, 1998, 815, 165	2.105	3.50036642298e-19	2.73143347104e-17	815
regulation of lyase activity(GO:0051339)	20774, 1351, 44, 1	0.349	0.970779673449	1.0	44
regulation of DNA-templated transcription, initiation(GO:2000142)	20774, 1983, 39, 9	2.418	0.0481498653125	0.126068954284	39
regulation of canonical Wnt signaling pathway(GO:0060828)	20774, 1519, 218, 29	1.819	0.0127765054401	0.0450509663981	218
negative regulation of cell motility(GO:2000146)	20774, 897, 275, 25	2.105	0.00471284283873	0.0205431610919	275
cell aggregation(GO:0098743)	20774, 0, 20, 0	0.0	1.0	1.0	20
regulation of muscle system process(GO:0090257)	20774, 1895, 227, 30	1.449	0.160456740435	0.31353615947	227
regulation of clathrin-dependent endocytosis(GO:2000369)	20774, 835, 15, 3	4.976	0.0628126845134	0.15419720386	15
regulation of response to nutrient levels(GO:0032107)	20774, 947, 25, 2	1.755	0.52007599146	0.690147745434	25
negative regulation of response to extracellular stimulus(GO:0032105)	20774, 0, 16, 0	0.0	1.0	1.0	16
negative regulation of response to external stimulus(GO:0032102)	20774, 259, 325, 11	2.715	0.0271237405925	0.0808927059245	325
positive regulation of response to external stimulus(GO:0032103)	20774, 222, 295, 15	4.758	1.3815647933e-05	0.000146138853692	295
chondroitin sulfate biosynthetic process(GO:0030206)	20774, 1223, 11, 1	1.544	0.522148236237	0.691356218216	11
keratinocyte differentiation(GO:0030216)	20774, 216, 75, 2	2.565	0.487563655213	0.662707880872	75
high-density lipoprotein particle remodeling(GO:0034375)	20774, 0, 11, 0	0.0	1.0	1.0	11
nucleotide phosphorylation(GO:0046939)	20774, 679, 53, 4	2.309	0.29352977258	0.476298737938	53
chondroitin sulfate metabolic process(GO:0030204)	20774, 1223, 22, 1	0.772	0.794091474747	0.904276416219	22
cell-cell junction assembly(GO:0007043)	20774, 920, 85, 4	1.063	0.830350750098	0.931088238037	85
forebrain cell migration(GO:0021885)	20774, 1331, 53, 3	0.883	0.867285100735	0.961853932782	53
forebrain neuron development(GO:0021884)	20774, 1497, 26, 3	1.601	0.499271844707	0.67280826462	26
olfactory bulb interneuron differentiation(GO:0021889)	20774, 1397, 16, 1	0.929	0.700404506017	0.831817726707	16
positive regulation of transcription elongation from RNA polymerase II promoter(GO:0032968)	20774, 811, 23, 5	5.569	0.00831219097373	0.0320113503519	23
response to UV-C(GO:0010225)	20774, 1804, 14, 5	4.113	0.0192175578353	0.0623130621907	14
cell cycle(GO:0007049)	20774, 1989, 794, 157	2.065	2.18132543398e-17	1.48330129511e-15	794
regulation of double-strand break repair via homologous recombination(GO:0010569)	20774, 41, 43, 1	11.783	0.251749871888	0.428893840439	43
cellular response to ionizing radiation(GO:0071479)	20774, 1799, 63, 12	2.2	0.0422129034457	0.114426776994	63
immunoglobulin mediated immune response(GO:0016064)	20774, 528, 22, 3	5.365	0.0642353129522	0.157041648512	22
regulation of activated T cell proliferation(GO:0046006)	20774, 1201, 38, 12	5.462	8.10064092129e-06	9.11932969665e-05	38
regulation of system process(GO:0044057)	20774, 532, 576, 22	1.491	0.271303280695	0.450751698466	576
regulation of digestive system process(GO:0044058)	20774, 62, 50, 1	6.701	0.373988103794	0.558173480806	50
positive regulation of multicellular organismal process(GO:0051240)	20774, 1717, 1885, 257	1.65	5.5224845915e-15	2.96211314117e-13	1885
cellular response to osmotic stress(GO:0071470)	20774, 216, 42, 2	4.58	0.225913055898	0.399227820967	42
regulation of cell cycle process(GO:0010564)	20774, 1989, 587, 107	1.904	1.37853606841e-09	3.52786649766e-08	587
regulation of cellular ketone metabolic process(GO:0010565)	20774, 64, 122, 2	5.321	0.245569109285	0.422105672831	122
regulation of ketone biosynthetic process(GO:0010566)	20774, 1450, 17, 2	1.686	0.483205915658	0.659799242264	17
cellular hyperosmotic response(GO:0071474)	20774, 1771, 22, 2	1.066	0.702620136512	0.833409381958	22
regulation of cell morphogenesis involved in differentiation(GO:0010769)	20774, 888, 336, 22	1.532	0.201545843726	0.368417133693	336
peptidyl-threonine dephosphorylation(GO:0035970)	20774, 893, 13, 3	5.368	0.0501118763695	0.130203346899	13
regulation of mucus secretion(GO:0070255)	20774, 1497, 13, 3	3.202	0.140895135538	0.285023733601	13
regulation of fibroblast migration(GO:0010762)	20774, 1989, 38, 9	2.474	0.0414735718522	0.112753824894	38
positive regulation of fibroblast migration(GO:0010763)	20774, 187, 18, 1	6.172	0.295744740055	0.477788401994	18
fibroblast migration(GO:0010761)	20774, 1521, 12, 3	3.415	0.120789155773	0.253843877033	12
negative regulation of sodium ion transport(GO:0010766)	20774, 62, 19, 1	17.635	0.1478497317	0.295391570462	19
regulation of uterine smooth muscle contraction(GO:0070472)	20774, 69, 11, 1	27.37	0.0877430294369	0.198789538372	11
positive regulation of sodium ion transport(GO:0010765)	20774, 1909, 42, 11	2.85	0.00663582611703	0.0267909519229	42
regulation of tyrosine phosphorylation of STAT protein(GO:0042509)	20774, 1386, 70, 16	3.426	0.000124186206562	0.000967473556846	70
fluid transport(GO:0042044)	20774, 242, 23, 1	3.732	0.42755717779	0.608240336606	23
regulation of tumor necrosis factor secretion(GO:1904467)	20774, 156, 27, 1	4.932	0.381892921637	0.565138616295	27
regulation of stress-activated protein kinase signaling cascade(GO:0070302)	20774, 1854, 235, 40	1.907	0.000725818677012	0.00448687909425	235
negative regulation of stress-activated protein kinase signaling cascade(GO:0070303)	20774, 1679, 43, 11	3.165	0.00313508960088	0.014731516782	43
positive regulation of tumor necrosis factor secretion(GO:1904469)	20774, 156, 17, 1	7.833	0.249584028789	0.42642497381	17
lens fiber cell differentiation(GO:0070306)	20774, 187, 11, 3	30.298	0.000484598424555	0.00314691473518	11
positive regulation of stress-activated protein kinase signaling cascade(GO:0070304)	20774, 1854, 172, 28	1.824	0.012321178535	0.0439646250575	172
regulation of cellular amide metabolic process(GO:0034248)	20774, 1843, 387, 80	2.33	1.70305976082e-11	5.91720033685e-10	387
positive regulation of ion transport(GO:0043270)	20774, 1601, 312, 33	1.372	0.237643573138	0.413818202795	312
negative regulation of ion transport(GO:0043271)	20774, 252, 166, 5	2.483	0.253788660617	0.431022065156	166
secondary palate development(GO:0062009)	20774, 1278, 14, 5	5.805	0.00485645687351	0.0210442152018	14
retinoic acid metabolic process(GO:0042573)	20774, 0, 21, 0	0.0	1.0	1.0	21
response to alkaloid(GO:0043279)	20774, 1652, 64, 9	1.768	0.238809134783	0.415168546957	64
positive regulation of nitric-oxide synthase biosynthetic process(GO:0051770)	20774, 99, 19, 1	11.044	0.209705304459	0.379175273035	19
cellular response to environmental stimulus(GO:0104004)	20774, 1985, 280, 43	1.607	0.0136224377047	0.0472959908637	280
pigmentation(GO:0043473)	20774, 1712, 59, 7	1.44	0.503117354679	0.675935254945	59
regulation of carbohydrate catabolic process(GO:0043470)	20774, 1798, 50, 10	2.311	0.049049754919	0.128143157747	50
regulation of cellular carbohydrate catabolic process(GO:0043471)	20774, 959, 12, 1	1.805	0.505791267867	0.678269928813	12
polysaccharide catabolic process(GO:0000272)	20774, 0, 15, 0	0.0	1.0	1.0	15
adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains(GO:0002460)	20774, 870, 82, 14	4.077	7.96567359458e-05	0.000659419240177	82
regulation of cellular response to hypoxia(GO:1900037)	20774, 742, 16, 2	3.5	0.229497368544	0.40369825361	16
regulation of cation transmembrane transport(GO:1904062)	20774, 2, 331, 1	31.381	0.208087912643	0.377476548849	331
negative regulation of cation transmembrane transport(GO:1904063)	20774, 252, 82, 2	2.011	0.604626024121	0.762389370812	82
RNA splicing(GO:0008380)	20774, 2000, 285, 58	2.114	6.53676376561e-07	9.31586692345e-06	285
regulation of mitophagy(GO:1901524)	20774, 1798, 16, 3	2.166	0.29648857962	0.477915895358	16
negative T cell selection(GO:0043383)	20774, 606, 15, 7	15.998	6.38884957538e-07	9.18759032593e-06	15
positive regulation of keratinocyte differentiation(GO:0045618)	20774, 1558, 14, 4	3.81	0.0529594494812	0.135704938047	14
regulation of lymphocyte differentiation(GO:0045619)	20774, 1793, 181, 61	3.905	5.87874513189e-20	5.3813128515e-18	181
positive regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway(GO:1901030)	20774, 1646, 11, 3	3.442	0.115378708488	0.244633698175	11
regulation of response to reactive oxygen species(GO:1901031)	20774, 1798, 43, 10	2.687	0.0178149981645	0.0586103144442	43
response to fluid shear stress(GO:0034405)	20774, 1844, 22, 3	1.536	0.502378685921	0.675511811435	22
nucleobase-containing small molecule biosynthetic process(GO:0034404)	20774, 852, 109, 11	2.461	0.0339286603817	0.0969390296619	109
regulation of keratinocyte differentiation(GO:0045616)	20774, 1758, 31, 7	2.668	0.0558274536136	0.141275214886	31
chromatin organization involved in regulation of transcription(GO:0034401)	20774, 1539, 57, 11	2.605	0.0186633232567	0.0608475470562	57
production of miRNAs involved in gene silencing by miRNA(GO:0035196)	20774, 1789, 17, 4	2.732	0.138568580793	0.282115673471	17
secretory granule organization(GO:0033363)	20774, 1720, 32, 8	3.019	0.0195302172339	0.0630263281584	32
stabilization of membrane potential(GO:0030322)	20774, 627, 16, 1	2.071	0.524351805769	0.693502249364	16
regulation of lysosomal lumen pH(GO:0035751)	20774, 1848, 12, 2	1.874	0.411988810672	0.59238126207	12
lung development(GO:0030324)	20774, 27, 112, 2	13.739	0.0598985174916	0.148653255089	112
adrenal gland development(GO:0030325)	20774, 164, 22, 2	11.516	0.0504194538835	0.130859651301	22
embryonic limb morphogenesis(GO:0030326)	20774, 1397, 97, 14	2.146	0.0376781151085	0.104637005786	97
monosaccharide catabolic process(GO:0046365)	20774, 711, 24, 2	2.435	0.395634478464	0.578206974974	24
sulfur compound transport(GO:0072348)	20774, 1333, 35, 6	2.672	0.0901990194618	0.202522326716	35
calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules(GO:0016339)	20774, 1172, 37, 1	0.479	0.937963484502	1.0	37
cell junction organization(GO:0034330)	20774, 1989, 174, 28	1.681	0.0345034114566	0.0982861990027	174
negative regulation of innate immune response(GO:0045824)	20774, 1383, 56, 15	4.023	2.57513209937e-05	0.000253781134431	56
leukocyte adhesion to vascular endothelial cell(GO:0061756)	20774, 289, 20, 3	10.782	0.0117294519409	0.0423291821371	20
pyrimidine-containing compound biosynthetic process(GO:0072528)	20774, 1649, 27, 1	0.467	0.902301673284	0.991448745344	27
pyrimidine-containing compound catabolic process(GO:0072529)	20774, 1452, 16, 2	1.788	0.452119581583	0.63222362172	16
cellular response to unfolded protein(GO:0034620)	20774, 1475, 21, 5	3.353	0.0523677334823	0.134667969409	21
cellular protein-containing complex assembly(GO:0034622)	20774, 1999, 671, 122	1.889	1.10417781851e-10	3.36915795903e-09	671
seminiferous tubule development(GO:0072520)	20774, 1677, 19, 4	2.608	0.160552557501	0.313594654782	19
regulation of T cell cytokine production(GO:0002724)	20774, 614, 29, 6	7.0	0.00109245117691	0.00629548135849	29
positive regulation of T cell cytokine production(GO:0002726)	20774, 152, 18, 3	22.779	0.00140030214956	0.00771462758325	18
cellular protein-containing complex localization(GO:0034629)	20774, 614, 25, 2	2.707	0.353719596611	0.537238442842	25
positive regulation of cytokine production involved in immune response(GO:0002720)	20774, 316, 50, 5	6.574	0.00617208841926	0.0253925158822	50
negative regulation of anion transmembrane transport(GO:1903960)	20774, 54, 17, 1	22.63	0.118840265069	0.251078411775	17
positive regulation of anion transmembrane transport(GO:1903961)	20774, 1818, 12, 2	1.904	0.404462675827	0.586964127114	12
negative regulation of transcription from RNA polymerase II promoter in response to stress(GO:0097201)	20774, 1625, 12, 4	4.261	0.035258705408	0.0997600177435	12
