# Analysis title: diff_Primary_versus_Naive_c3.0_cond1_formatted analysis from Cistrome-GO
# Mode: Ensemble mode
# Specie: mm10
# Peak bed file name: diff_Primary_versus_Naive_c3.0_cond1_formatted.bed
# Differential expression file name: primary_vs_control_naive_deseq2.csv
# Genes for gene ontology: allgenes
# Column index of (GeneID, logFoldChange, FDR): 1,3,7
# Cutoffs of logFoldChange and FDR for DE genes: 1.0, 0.05
# Top peaks to use: 10000
# Half-decay distance: 1000bp
# FDR cutoff of GO/KEGG terms to return: 0.2
# Minimum and maximum gene number in GO and KEGG gene sets: 10, 2000
# Symbol	Coordinate	PeakNumber	RPscore	adjRPscore	logFoldChange	DE significance	Rank_by_rank_product
Olfr222	chr11:59570781-59571738	0	0.0	0.0	0.000	1.000E+00	9628
Olfr223	chr11:59589127-59590087	0	0.0	0.0	0.000	1.000E+00	9628
Olfr224	chr11:58566398-58567343	0	0.0	0.0	0.000	1.000E+00	9628
Olfr225	chr11:59612965-59614225	0	0.0	0.0	0.000	1.000E+00	9628
Pccb	chr9:100982031-101034884	0	0.0	-0.048	-1.767	6.188E-05	8431
Olfr229	chr9:39909804-39910728	0	0.0	0.0	0.000	1.000E+00	9628
Sult6b1	chr17:78883937-78906992	0	0.0	0.0	-5.326	8.842E-04	7416
Pcca	chr14:122534327-122889944	0	0.0	-0.006	0.000	1.000E+00	10581
Rabif	chr1:134494659-134507884	0	0.0	-0.327	4.091	2.323E-07	7663
Fdx1	chr9:51944970-51963602	0	0.0	0.0	0.000	1.000E+00	9628
Cyp2d37-ps	chr15:82688749-82690058	0	0.0	0.0	0.000	1.000E+00	9628
Rad54b	chr4:11558919-11587802	0	0.0	0.0	0.000	1.000E+00	9628
Rad54l	chr4:116096954-116123690	1	0.874	0.281	-2.333	4.434E-08	1934
Cachd1	chr4:100776678-101003748	0	0.0	0.0	0.000	1.000E+00	9628
Olfr598	chr7:103328487-103329447	0	0.0	0.0	0.000	1.000E+00	9628
Olfr599	chr7:103338055-103339003	0	0.0	0.0	0.000	1.000E+00	9628
Gsx2	chr5:75075600-75077893	1	0.002	0.001	0.000	1.000E+00	8418
Olfr593	chr7:103211861-103212845	0	0.0	0.0	0.000	1.000E+00	9628
Gsx1	chr5:147188695-147190946	0	0.0	0.0	0.000	1.000E+00	9628
Olfr596	chr7:103309722-103310661	0	0.0	0.0	0.000	1.000E+00	9628
Olfr597	chr7:103320412-103321360	0	0.0	0.0	0.000	1.000E+00	9628
Ica1	chr6:8630526-8758458	0	0.0	0.0	0.000	1.000E+00	9628
Mir181b-1	chr1:137966638-137966718	0	0.0	0.0	0.000	1.000E+00	9628
Mir181b-2	chr2:38853829-38853915	0	0.0	0.0	0.000	1.000E+00	9628
Gm10697	chr3:94071621-94072644	0	0.0	0.0	0.000	1.000E+00	9628
Gm10696	chr3:94174411-94178193	0	0.0	0.0	0.000	1.000E+00	9628
Fdxr	chr11:115268024-115276969	0	0.0	-0.0	0.000	1.000E+00	10231
Ehhadh	chr16:21761284-21787834	1	0.015	0.001	-1.574	1.100E-04	5945
3110099E03Rik	chr2:115493512-115512201	0	0.0	0.0	0.000	1.000E+00	9628
Mki67	chr7:135689787-135716379	4	1.742	0.559	4.191	9.611E-55	111
4930426L09Rik	chr2:18998318-18999804	0	0.0	0.0	0.000	1.000E+00	9628
4933402C06Rik	chr7:40674736-40691260	0	0.0	0.0	0.000	1.000E+00	9628
Mir124a-2	chr3:17795661-17795770	0	0.0	0.0	0.000	1.000E+00	9628
Mir124a-3	chr2:180894039-180894107	0	0.0	0.0	0.000	1.000E+00	9628
Vps33a	chr5:123528759-123573015	1	0.91	-0.087	-0.957	4.940E-06	7680
Mir124a-1	chr14:64590656-64590741	0	0.0	0.0	0.000	1.000E+00	9628
Mpnd	chr17:56009200-56016783	1	0.0	0.0	0.000	1.000E+00	9020
4930429H19Rik	chr7:73310379-73315193	0	0.0	0.0	0.000	1.000E+00	9628
Fez1	chr9:36821890-36878924	0	0.0	0.0	0.000	1.000E+00	9628
Fez2	chr17:78377877-78418152	0	0.0	0.0	-2.317	4.138E-21	2844
Gpatch8	chr11:102475915-102556158	0	0.0	-0.355	-1.505	1.118E-36	2672
Gpatch4	chr3:88043105-88055994	0	0.0	0.0	0.000	1.000E+00	9628
Gpatch2	chr1:187215510-187351429	1	0.949	0.305	3.642	7.416E-06	1927
Gpatch3	chr4:133574744-133584242	0	0.0	-0.026	2.615	1.018E-04	8533
Gpatch1	chr7:35276543-35318440	0	0.0	0.0	0.000	1.000E+00	9628
Trpc5	chrX:144377326-144688180	0	0.0	0.0	0.000	1.000E+00	9628
1810053B23Rik	chr16:93346796-93359511	0	0.0	0.0	0.000	1.000E+00	9628
Hdx	chrX:111575203-111697079	0	0.0	0.0	0.000	1.000E+00	9628
Hdc	chr2:126593659-126618678	1	0.0	0.0	0.000	1.000E+00	9062
Gm10037	chr13:67832729-67843292	0	0.0	0.0	0.000	1.000E+00	9628
Gm10033	chr8:69371024-69395544	0	0.0	0.0	-1.972	1.677E-03	7706
Gm10030	chr9:110989498-111008029	0	0.0	0.0	0.000	1.000E+00	9628
Impg2	chr16:56204312-56273753	0	0.0	0.0	0.000	1.000E+00	9628
Impg1	chr9:80313329-80465438	0	0.0	0.0	0.000	1.000E+00	9628
Ppan	chr9:20888174-20892179	1	0.001	-0.001	1.674	1.195E-03	8835
Ppat	chr5:76913248-76951578	0	0.0	-0.244	-1.517	2.218E-10	5910
Pah	chr10:87521794-87584137	0	0.0	0.0	0.000	1.000E+00	9628
1700080N15Rik	chr2:4132064-4141141	0	0.0	0.0	0.000	1.000E+00	9628
Pam	chr1:97821093-98095646	0	0.0	0.0	-1.233	2.468E-02	9163
Asb2	chr12:103321141-103356001	1	0.0	0.0	3.692	2.567E-08	5049
Asb3	chr11:30954397-31102704	1	0.683	0.219	2.061	3.117E-04	4139
Asb1	chr1:91540564-91559590	0	0.0	0.0	6.660	1.344E-07	5391
Asb6	chr2:30823097-30828300	1	0.003	0.001	-0.816	1.591E-02	7661
Asb7	chr7:66644566-66689561	0	0.0	-0.264	-0.983	6.605E-03	10588
Asb4	chr6:5383385-5433021	0	0.0	0.0	0.000	1.000E+00	9628
Asb5	chr8:54550330-54587836	0	0.0	0.0	0.000	1.000E+00	9628
Asb8	chr15:98134639-98165578	0	0.0	-0.002	0.000	1.000E+00	10451
Asb9	chrX:164497902-164539752	0	0.0	0.0	0.000	1.000E+00	9628
Zfp954	chr7:7114682-7121476	0	0.0	0.0	-1.891	3.185E-16	3424
Zfp956	chr6:47953389-47965299	0	0.0	0.0	3.041	1.973E-03	7773
Zfp957	chr14:79212354-79247367	0	0.0	0.0	0.000	1.000E+00	9628
Zfp950	chr19:61122426-61140840	1	0.882	0.283	-1.647	7.998E-08	1921
Zfp951	chr5:104813167-104860068	0	0.0	0.0	-2.399	2.370E-10	4508
Zfp952	chr17:32993138-33005457	1	0.764	0.245	2.337	3.031E-03	3997
Zfp953	chr13:67339308-67360572	1	0.0	0.0	-1.847	2.163E-08	5077
Zfp958	chr8:4613169-4630231	1	0.857	0.275	2.788	8.884E-04	2931
Zfp959	chr17:55892092-55898930	1	0.0	0.0	1.891	3.167E-05	6204
Rragd	chr4:32982997-33022180	0	0.0	0.0	-3.600	1.170E-08	5012
Gm11634	chr11:101593743-101599256	0	0.0	0.0	0.000	1.000E+00	9628
Rraga	chr4:86575672-86577283	1	0.943	-0.064	4.924	4.248E-08	6417
Rragc	chr4:123917432-123936997	1	0.707	-0.017	2.188	1.093E-11	5137
Rragb	chrX:153139957-153171943	0	0.0	0.0	3.216	2.419E-02	9147
9330179D12Rik	chr6:127149625-127212419	1	0.627	0.201	0.000	1.000E+00	5623
Ppa2	chr3:133310109-133378235	0	0.0	-0.208	0.000	1.000E+00	10955
Ppa1	chr10:61648620-61674165	0	0.0	0.0	-0.951	1.673E-02	8925
Vmn2r53	chr7:12581469-12606544	0	0.0	0.0	0.000	1.000E+00	9628
Vmn2r52	chr7:10158651-10176286	0	0.0	0.0	0.000	1.000E+00	9628
Vmn2r51	chr7:10087197-10105659	0	0.0	0.0	0.000	1.000E+00	9628
Vmn2r50	chr7:10037234-10053178	0	0.0	0.0	0.000	1.000E+00	9628
Vmn2r57	chr7:41399731-41448641	0	0.0	0.0	0.000	1.000E+00	9628
Vmn2r56	chr7:12693997-12733105	0	0.0	0.0	0.000	1.000E+00	9628
Vmn2r55	chr7:12651705-12684991	0	0.0	0.0	0.000	1.000E+00	9628
Vmn2r54	chr7:12615232-12636134	0	0.0	0.0	0.000	1.000E+00	9628
Vmn2r59	chr7:42011791-42058981	0	0.0	0.0	0.000	1.000E+00	9628
Vmn2r58	chr7:41836880-41872670	0	0.0	0.0	0.000	1.000E+00	9628
Nav1	chr1:135434579-135585355	0	0.0	0.0	2.692	2.708E-02	9237
Mos	chr4:3870657-3872105	0	0.0	0.0	0.000	1.000E+00	9628
Mok	chr12:110807797-110840939	0	0.0	0.0	-5.795	6.475E-05	6562
Dnajc17	chr2:119172499-119208795	1	0.801	0.257	0.000	1.000E+00	4323
Dnajc14	chr10:128805553-128819448	1	0.77	0.247	2.824	3.585E-12	2017
Dnajc15	chr14:77826216-77874917	5	0.823	0.264	0.878	8.307E-03	3673
Dnajc12	chr10:63386562-63408840	0	0.0	0.0	0.000	1.000E+00	9628
Dnajc13	chr9:104151596-104262930	4	0.81	0.254	-0.352	4.556E-04	3481
Dnajc10	chr2:80315465-80354055	0	0.0	-0.242	1.847	1.237E-06	7700
Dnajc11	chr4:151933719-151981959	1	0.665	-0.142	2.159	1.428E-04	9386
Mog	chr17:37010739-37023398	0	0.0	0.0	0.000	1.000E+00	9628
Lrrc10b	chr19:10455370-10457447	0	0.0	0.0	0.000	1.000E+00	9628
Dnajc18	chr18:35671104-35703144	0	0.0	0.0	-1.645	5.467E-06	5968
Dnajc19	chr3:34077284-34081354	0	0.0	0.0	-3.746	3.418E-19	3029
Nelfb	chr2:25199711-25211489	0	0.0	-0.191	0.000	1.000E+00	10943
Efemp2	chr19:5474734-5481854	0	0.0	0.0	0.000	1.000E+00	9628
Nelfe	chr17:34850390-34856372	3	1.464	0.47	3.163	3.051E-04	1221
Mir669m-1	chr2:10512789-10512887	0	0.0	0.0	0.000	1.000E+00	9628
Mir669m-2	chr2:10513433-10513531	0	0.0	0.0	0.000	1.000E+00	9628
9430091E24Rik	chr8:111127443-111145498	1	0.904	0.29	-2.630	1.036E-09	1606
Scml2	chrX:161162749-161258213	0	0.0	0.0	0.000	1.000E+00	9628
Wdyhv1	chr15:58141365-58155325	1	0.007	-0.004	3.120	2.583E-13	4649
Scml4	chr10:42860511-42960782	0	0.0	0.0	0.000	1.000E+00	9628
Gm19935	chr8:90816144-90817393	0	0.0	0.0	0.000	1.000E+00	9628
Omt2b	chr9:78328029-78329620	0	0.0	0.0	0.000	1.000E+00	9628
Nle1	chr11:82900767-82908395	0	0.0	-0.0	-1.665	1.011E-03	8317
Ccdc15	chr9:37275834-37348392	1	0.729	-0.131	0.000	1.000E+00	10898
Ccdc17	chr4:116596729-116600266	1	0.644	0.207	0.000	1.000E+00	5538
1700066M21Rik	chr1:57377619-57385422	0	0.0	0.0	3.202	1.082E-03	7513
Ccdc12	chr9:110656502-110711593	6	1.252	0.402	3.199	1.023E-07	1271
Ccdc13	chr9:121797626-121839461	0	0.0	0.0	0.000	1.000E+00	9628
Qrfp	chr2:31806167-31810580	1	0.986	0.317	0.000	1.000E+00	2741
Ccdc18	chr5:108132913-108232949	1	0.542	-0.08	0.000	1.000E+00	10804
Mrfap1	chr5:36794866-36796754	0	0.0	0.0	-1.143	1.585E-10	4460
Mrc1	chr2:14229413-14332023	0	0.0	0.0	0.000	1.000E+00	9628
Mrc2	chr11:105292645-105351145	0	0.0	0.0	0.000	1.000E+00	9628
2010106C02Rik	chr17:86285166-86287178	0	0.0	0.0	0.000	1.000E+00	9628
Anpep	chr7:79821802-79848210	0	0.0	0.0	0.000	1.000E+00	9628
Gm5416	chr16:36210402-36217788	0	0.0	0.0	0.000	1.000E+00	9628
Gm5414	chr15:101624027-101628188	0	0.0	0.0	0.000	1.000E+00	9628
Gm5415	chr1:32543545-32547293	0	0.0	0.0	0.000	1.000E+00	9628
Ethe1	chr7:24587542-24608925	0	0.0	-0.0	3.377	2.290E-02	9325
Tmem266	chr9:55326912-55438344	0	0.0	0.0	0.000	1.000E+00	9628
Tmem267	chr13:119488038-119610459	0	0.0	-0.306	0.000	1.000E+00	11048
Tmem265	chr7:127561222-127565270	1	0.0	0.0	0.000	1.000E+00	8952
Tmem262	chr19:6080037-6080785	0	0.0	-0.018	0.000	1.000E+00	10671
Tmem263	chr10:85102626-85117747	0	0.0	0.0	4.057	1.205E-05	6148
Tmem260	chr14:48446351-48515130	0	0.0	-0.36	2.115	7.161E-04	10431
Tmem268	chr4:63560226-63586357	1	0.272	0.087	2.803	3.305E-06	4418
Tmem269	chr4:119205054-119218217	0	0.0	0.0	0.000	1.000E+00	9628
Gm13090	chr4:151089569-151091449	0	0.0	0.0	0.000	1.000E+00	9628
Tmod3	chr9:75497783-75559657	0	0.0	-0.009	-1.937	6.632E-79	1027
Vmn1r151	chr7:22498760-22499678	0	0.0	0.0	0.000	1.000E+00	9628
Vmn1r152	chr7:22522966-22523890	0	0.0	0.0	0.000	1.000E+00	9628
Vmn1r155	chr7:23217331-23218255	0	0.0	0.0	0.000	1.000E+00	9628
Vmn1r157	chr7:22761696-22762590	0	0.0	0.0	0.000	1.000E+00	9628
Defb50	chr8:21823538-21831296	0	0.0	0.0	0.000	1.000E+00	9628
Vmn1r159	chr7:22842687-22843605	0	0.0	0.0	0.000	1.000E+00	9628
Gm20098	chr17:51882726-51965257	0	0.0	0.0	0.000	1.000E+00	9628
Tmem190	chr7:4782939-4784340	1	0.001	0.0	0.000	1.000E+00	8785
Tmem192	chr8:64947184-64969037	1	0.774	0.248	3.555	2.033E-05	3118
Tmem196	chr12:119945961-120021245	0	0.0	0.0	0.000	1.000E+00	9628
C230072F16Rik	chr17:80896792-80927464	0	0.0	0.0	0.000	1.000E+00	9628
Tmem198	chr1:75479531-75485693	0	0.0	0.0	3.652	1.106E-02	8664
Tmem199	chr11:78507054-78512168	0	0.0	-0.0	-1.873	4.601E-03	8593
Tra2a	chr6:49243920-49264052	1	0.579	-0.101	-0.867	1.122E-23	3367
Tra2b	chr16:22244551-22266005	2	0.956	0.028	-1.580	4.008E-112	418
Mfsd9	chr1:40772039-40790657	0	0.0	0.0	0.000	1.000E+00	9628
Mfsd8	chr3:40818064-40846854	0	0.0	0.0	-0.668	4.309E-02	9518
Mfsd1	chr3:67582767-67604231	0	0.0	-0.364	1.799	1.340E-06	8537
Mfsd3	chr15:76701541-76704239	1	0.001	0.0	0.000	1.000E+00	8555
Dlx1as	chr2:71530637-71537891	0	0.0	0.0	0.000	1.000E+00	9628
Mfsd5	chr15:102279455-102281744	2	1.641	0.236	4.675	3.014E-05	3467
Mfsd6	chr1:52656285-52727358	0	0.0	0.0	-2.318	4.108E-174	268
Cdrt4	chr11:62951192-62993095	0	0.0	0.0	0.000	1.000E+00	9628
Gtf2a1l	chr17:88668659-88715150	0	0.0	0.0	0.000	1.000E+00	9628
Slit3	chr11:35121455-35708507	0	0.0	0.0	0.000	1.000E+00	9628
Slit2	chr5:47983154-48307736	0	0.0	0.0	0.000	1.000E+00	9628
Slit1	chr19:41600256-41743856	0	0.0	0.0	0.000	1.000E+00	9628
Plbd2	chr5:120483892-120503623	1	0.84	0.27	0.000	1.000E+00	3870
Tmem198b	chr10:128800035-128804447	1	0.604	0.194	-2.673	1.207E-02	5347
Tmem150cos	chr5:100077961-100095273	0	0.0	0.0	0.000	1.000E+00	9628
Tcap	chr11:98383810-98384953	0	0.0	0.0	0.000	1.000E+00	9628
Dip2c	chr13:9276524-9668926	0	0.0	0.0	0.000	1.000E+00	9628
Rfesd	chr13:76001534-76018606	0	0.0	-0.379	-2.298	1.567E-03	10678
5430405H02Rik	chr2:156852402-156862945	2	1.561	0.194	-4.522	1.121E-37	1117
Ube2dnl2	chrX:114907581-114908510	0	0.0	0.0	0.000	1.000E+00	9628
Ube2dnl1	chrX:114905011-114905941	0	0.0	0.0	0.000	1.000E+00	9628
Gm6164	chr7:22200340-22201264	0	0.0	0.0	0.000	1.000E+00	9628
Cdnf	chr2:3513064-3526376	1	0.518	0.166	0.000	1.000E+00	6052
Fras1	chr5:96373954-96784728	0	0.0	0.0	0.000	1.000E+00	9628
Nsmce4a	chr7:130532525-130547381	0	0.0	-0.282	-1.567	3.269E-20	4034
Rnpep	chr1:135262698-135284084	1	0.798	0.256	0.944	1.261E-03	3589
Slirp	chr12:87443895-87449924	2	1.638	0.526	0.000	1.000E+00	1018
Pea15a	chr1:172196727-172206804	0	0.0	0.0	-1.270	8.761E-12	4207
Tmem134	chr19:4125959-4132307	1	0.001	-0.015	2.999	4.491E-12	5034
1700001K23Rik	chr19:53248735-53255205	0	0.0	0.0	0.000	1.000E+00	9628
Pafah1b1	chr11:74673948-74723858	0	0.0	0.0	-1.205	1.512E-57	1216
Pafah1b3	chr7:25295048-25297955	0	0.0	0.0	0.000	1.000E+00	9628
Pafah1b2	chr9:45965310-46012690	2	1.24	0.047	-1.860	8.117E-50	1047
Pikfyve	chr1:65186684-65278696	0	0.0	-0.339	0.900	1.669E-03	10530
Mocs2	chr13:114818236-114829420	0	0.0	0.0	3.014	4.210E-04	7158
Sigmar1	chr4:41738492-41741359	0	0.0	-0.0	-1.846	4.200E-05	7265
Ndufaf6	chr4:11051045-11076205	1	0.0	0.0	0.000	1.000E+00	9143
Phyhip	chr14:70457516-70468824	0	0.0	-0.0	0.000	1.000E+00	9758
Wdr45b	chr11:121327202-121354447	0	0.0	-0.38	-1.110	2.882E-14	5463
Hyi	chr4:118359998-118362744	0	0.0	0.0	0.000	1.000E+00	9628
Sema3b	chr9:107597673-107605402	0	0.0	0.0	0.000	1.000E+00	9628
Dtx3l	chr16:35926514-35939027	1	0.873	0.28	-2.404	1.552E-185	91
Sema3g	chr14:31217872-31229511	0	0.0	0.0	0.000	1.000E+00	9628
4930529K09Rik	chr14:86245969-86262042	0	0.0	0.0	0.000	1.000E+00	9628
Ifi209	chr1:173630858-173647928	0	0.0	0.0	0.727	6.667E-04	7306
Trem1	chr17:48232738-48246924	0	0.0	0.0	5.448	4.709E-05	6469
Trem3	chr17:48247728-48258847	0	0.0	0.0	0.000	1.000E+00	9628
Trem2	chr17:48346400-48352276	0	0.0	0.0	0.000	1.000E+00	9628
1700011L22Rik	chr8:79210429-79248583	0	0.0	0.0	0.000	1.000E+00	9628
Pomk	chr8:25980603-25994121	0	0.0	0.0	0.000	1.000E+00	9628
Ifi205	chr1:174011997-174031755	0	0.0	0.0	0.000	1.000E+00	9628
Mup3	chr4:62083475-62087317	0	0.0	0.0	0.000	1.000E+00	9628
Runx2	chr17:44603988-44736648	6	1.498	0.481	4.225	1.504E-100	115
Runx3	chr4:135120644-135177990	2	0.468	0.15	4.052	3.079E-46	1005
Runx1	chr16:92601465-92826074	12	1.054	0.338	-1.130	2.979E-38	490
AW549542	chr5:119570128-119580358	0	0.0	0.0	0.000	1.000E+00	9628
Gm8016	chr13:68353363-68356825	0	0.0	0.0	0.000	1.000E+00	9628
Gm8013	chr5:96921271-96934867	1	0.091	0.029	0.000	1.000E+00	7177
Rd3l	chr12:111979322-111980751	1	0.0	-0.0	0.000	1.000E+00	9639
Mcam	chr9:44134657-44142726	0	0.0	0.0	0.000	1.000E+00	9628
Cbfa2t2	chr2:154436483-154539356	1	0.87	0.279	2.767	1.212E-11	1570
Has2os	chr15:56689943-56694460	0	0.0	0.0	0.000	1.000E+00	9628
Mcat	chr15:83546796-83555711	0	0.0	-0.001	-1.711	1.299E-02	9898
Ankef1	chr2:136532320-136555854	0	0.0	0.0	0.000	1.000E+00	9628
Gbf1	chr19:46152557-46286510	0	0.0	0.0	1.838	4.241E-21	2845
Dck	chr5:88765012-88783277	0	0.0	0.0	2.565	1.494E-08	5068
Slc40a1	chr1:45908069-45925594	0	0.0	0.0	0.000	1.000E+00	9628
1700101O22Rik	chr12:7372038-7380330	0	0.0	0.0	0.000	1.000E+00	9628
Ly6g5b	chr17:35113945-35115400	2	0.017	0.005	0.000	1.000E+00	7767
Trp53i13	chr11:77508098-77513273	0	0.0	0.0	0.000	1.000E+00	9628
Mrpl24	chr3:87919543-87923433	1	0.0	-0.0	1.309	7.246E-05	7167
Mrpl27	chr11:94653790-94660087	0	0.0	0.0	2.140	3.510E-02	9394
Mrpl21	chr19:3283041-3292837	1	0.891	-0.091	2.081	1.277E-02	10500
Mrpl20	chr4:155802877-155808831	2	0.544	-0.057	2.338	5.444E-03	10178
Mrpl23	chr7:142533031-142540744	0	0.0	0.0	0.000	1.000E+00	9628
Mrpl22	chr11:58171653-58179580	1	0.0	-0.0	0.000	1.000E+00	10039
Mrpl28	chr17:26123502-26126613	0	0.0	-0.0	1.793	4.005E-03	9320
1700016D06Rik	chr8:11654923-11678750	0	0.0	0.0	0.000	1.000E+00	9628
Eif4enif1	chr11:3203018-3244588	1	0.907	0.291	2.462	5.069E-14	1263
Gm26851	chrX:133687779-133707262	0	0.0	0.0	0.000	1.000E+00	9628
Ern2	chr7:122169892-122186231	0	0.0	0.0	0.000	1.000E+00	9628
Ern1	chr11:106397619-106487796	0	0.0	-0.0	2.312	6.711E-67	1096
Ryk	chr9:102834919-102908307	0	0.0	0.0	4.555	6.050E-04	7288
Cyp2d9	chr15:82452376-82456827	0	0.0	0.0	0.000	1.000E+00	9628
Pcbd2	chr13:55727367-55776830	0	0.0	-0.0	0.000	1.000E+00	9977
Pcbd1	chr10:61089330-61094329	0	0.0	0.0	0.000	1.000E+00	9628
Nelfa	chr5:33897915-33936271	1	0.791	-0.109	-1.420	1.231E-09	5992
Colq	chr14:31523083-31577383	0	0.0	0.0	0.000	1.000E+00	9628
Myo19	chr11:84880169-84911226	1	0.002	-0.0	3.129	4.057E-02	9946
Myo16	chr8:10153910-10634742	0	0.0	0.0	0.000	1.000E+00	9628
Myo15	chr11:60469338-60528368	0	0.0	-0.0	0.000	1.000E+00	9679
Myo10	chr15:25774012-25813656	0	0.0	0.0	0.000	1.000E+00	9628
Klk1b21	chr7:44102291-44106583	0	0.0	0.0	0.000	1.000E+00	9628
Klk1b22	chr7:44112672-44116922	0	0.0	0.0	0.000	1.000E+00	9628
Klk1b24	chr7:44188235-44192451	0	0.0	0.0	0.000	1.000E+00	9628
Klk1b26	chr7:44012677-44016969	0	0.0	0.0	0.000	1.000E+00	9628
Klk1b27	chr7:44052289-44056711	0	0.0	0.0	0.000	1.000E+00	9628
Myo1h	chr5:114314940-114364576	0	0.0	0.0	3.791	1.895E-02	9002
Myo1g	chr11:6506547-6520958	6	1.556	0.498	1.812	6.336E-45	224
Myo1f	chr17:33555706-33607764	9	1.998	0.641	9.015	1.626E-13	203
Myo1e	chr9:70207349-70400067	0	0.0	0.0	4.608	2.904E-05	6346
Myo1d	chr11:80482126-80780025	0	0.0	0.0	0.000	1.000E+00	9628
Myo1c	chr11:75651508-75674634	1	0.809	0.26	2.917	5.417E-11	1953
Myo1b	chr1:51749757-51915978	0	0.0	0.0	0.000	1.000E+00	9628
Myo1a	chr10:127705255-127720940	0	0.0	0.0	0.000	1.000E+00	9628
Gda	chr19:21391306-21472661	0	0.0	0.0	0.000	1.000E+00	9628
Gm29508	chr12:103312367-103314769	0	0.0	0.0	0.000	1.000E+00	9628
4930422M22Rik	chr9:99299006-99304729	0	0.0	0.0	0.000	1.000E+00	9628
Nmt2	chr2:3284211-3328877	0	0.0	0.0	2.129	1.406E-10	4447
Nmt1	chr11:103028542-103068908	1	0.775	0.249	0.981	1.000E-05	3012
Rpgrip1	chr14:52110902-52161339	0	0.0	-0.003	-2.130	5.673E-03	9861
Olfr1051	chr2:86275558-86276485	0	0.0	0.0	0.000	1.000E+00	9628
Olfr1053	chr2:86314342-86315285	0	0.0	0.0	0.000	1.000E+00	9628
Olfr1052	chr2:86297817-86298756	0	0.0	0.0	0.000	1.000E+00	9628
Olfr1055	chr2:86346723-86347764	0	0.0	0.0	0.000	1.000E+00	9628
Sos2	chr12:69583760-69681852	1	0.66	0.212	0.000	1.000E+00	5438
Olfr1057	chr2:86374462-86375410	0	0.0	0.0	0.000	1.000E+00	9628
Olfr1056	chr2:86355358-86356437	0	0.0	0.0	0.000	1.000E+00	9628
Olfr1058	chr2:86385465-86386416	0	0.0	0.0	0.000	1.000E+00	9628
4930555G21Rik	chr13:53648584-53650081	0	0.0	0.0	0.000	1.000E+00	9628
Syf2	chr4:134930979-134937537	1	0.013	0.002	1.472	8.842E-07	4966
Ccny	chr18:9312303-9450154	0	0.0	-0.337	-1.961	3.963E-48	2055
Akt1	chr12:112653820-112674884	1	0.85	0.273	1.219	8.435E-12	1667
Akt2	chr7:27596829-27640826	0	0.0	0.0	0.544	3.994E-05	6438
Akt3	chr1:177020075-177248767	0	0.0	0.0	-2.363	9.746E-44	1590
Mir365-2	chr11:79726399-79726511	0	0.0	0.0	0.000	1.000E+00	9628
Mir365-1	chr16:13453839-13453926	0	0.0	0.0	0.000	1.000E+00	9628
Naa16	chr14:79334506-79390668	1	0.083	-0.284	-1.419	7.786E-20	4081
Sost	chr11:101962457-101967015	0	0.0	0.0	0.000	1.000E+00	9628
Naa10	chrX:73916869-73921944	1	0.011	0.004	0.000	1.000E+00	7914
Naa11	chr5:97382208-97392330	0	0.0	0.0	0.000	1.000E+00	9628
Fubp3	chr2:31572650-31617526	0	0.0	-0.311	2.888	1.484E-04	9835
Fubp1	chr3:152210421-152236830	0	0.0	-0.269	2.099	2.804E-21	3868
Ccnf	chr17:24223231-24251409	1	0.868	0.279	1.910	2.241E-03	2962
Gc	chr5:89417510-89457898	0	0.0	0.0	0.000	1.000E+00	9628
Gk	chrX:85701936-85776819	1	0.741	0.238	0.000	1.000E+00	4839
Gh	chr11:106300260-106301896	0	0.0	0.0	0.000	1.000E+00	9628
Mir7051	chr7:43457496-43457569	2	0.002	0.001	0.000	1.000E+00	8370
1600014C10Rik	chr7:38183786-38197565	1	0.876	0.281	4.040	2.020E-08	1893
Pde3a	chr6:141249268-141505940	0	0.0	0.0	0.000	1.000E+00	9628
Mir7053	chr7:44538105-44538178	0	0.0	0.0	0.000	1.000E+00	9628
Pde3b	chr7:114415253-114537937	0	0.0	0.0	0.981	1.267E-12	4024
March5	chr19:37207544-37221076	0	0.0	0.0	1.732	2.254E-06	5793
March4	chr1:72427111-72536564	0	0.0	0.0	0.000	1.000E+00	9628
March7	chr2:60209935-60248385	0	0.0	0.0	0.757	2.727E-15	3569
March6	chr15:31455898-31531037	1	0.62	0.199	-1.869	3.429E-113	324
March1	chr8:65618039-66471637	0	0.0	0.0	3.091	3.819E-02	9446
A330049N07Rik	chr10:72973302-73086705	0	0.0	0.0	0.000	1.000E+00	9628
March2	chr17:33685691-33718677	0	0.0	0.0	0.000	1.000E+00	9628
Slc18a3	chr14:32462436-32464850	0	0.0	0.0	0.000	1.000E+00	9628
Mir7055	chr7:45173302-45173361	0	0.0	0.0	0.000	1.000E+00	9628
Slc18a1	chr8:69037707-69089222	0	0.0	-0.255	-4.798	1.668E-02	10789
March9	chr10:127056049-127060184	1	0.075	0.024	0.000	1.000E+00	7248
March8	chr6:116338021-116409541	0	0.0	0.0	0.000	1.000E+00	9628
Mir7054	chr7:45012425-45012487	2	0.101	0.032	0.000	1.000E+00	7153
Mad2l2	chr4:148140489-148145704	1	0.0	0.0	0.000	1.000E+00	8896
Olfr1423	chr19:12035807-12036740	0	0.0	0.0	0.000	1.000E+00	9628
Olfr1424	chr19:12058808-12059750	0	0.0	0.0	0.000	1.000E+00	9628
